time1,CAPM10,CAPM2.5,CAPM1,RAPM10,RAPM2.5,RAPM1
2021-03-16 10:51,13.6,7.2,4.9,4.9,4.9,4.7
2021-03-16 10:51,14.6,7.1,4.9,5.7,5.7,4.7
2021-03-16 10:51,21.2,7.4,5.1,5.9,5.8,4.9
2021-03-16 10:51,17.8,10.2,4.8,4.8,4.8,4.7
2021-03-16 10:51,25.2,8.9,4.8,5.5,5.2,4.5
2021-03-16 10:51,31.6,7,4.7,5.3,5.2,4.6
2021-03-16 10:51,27.5,6.9,4.8,6.2,6,5
2021-03-16 10:51,29.3,8.5,4.9,4.7,4.7,4.7
2021-03-16 10:51,37.5,8.5,4.7,5.4,5.4,4.6
2021-03-16 10:51,26.5,9.6,5.4,4.6,4.6,4.2
2021-03-16 10:52,34.2,8.6,5.1,6.4,5.8,4.9
2021-03-16 10:52,27.6,11.5,5.5,5.2,5.2,4.7
2021-03-16 10:52,43.3,7.8,5.5,4.8,4.8,4.7
2021-03-16 10:52,16.8,8.3,5,5.3,5.3,5
2021-03-16 10:52,22.1,9.2,4.8,4.6,4.6,4.5
2021-03-16 10:52,23.2,12.8,5.2,4.8,4.8,4.7
2021-03-16 10:52,20.3,11,5,6.1,6,4.7
2021-03-16 10:52,13.1,7.6,4.8,5.1,5.1,4.5
2021-03-16 10:52,25.8,13.2,5.2,5.3,5.3,4.7
2021-03-16 10:52,27.9,9,5.4,7.3,5.6,4.8
2021-03-16 10:53,15.9,9.9,5.3,4.5,4.5,4.5
2021-03-16 10:53,24,11.1,5.7,5,5,4.6
2021-03-16 10:53,15.3,10.4,5.5,5,5,4.9
2021-03-16 10:53,23.8,7.5,4.9,5.5,5.4,4.6
2021-03-16 10:53,30.6,10.2,4.8,4.5,4.5,4.5
2021-03-16 10:53,29,8.7,5.2,5,5,4.6
2021-03-16 10:53,17.1,10.8,5.6,4.9,4.9,4.8
2021-03-16 10:53,15.4,8.7,4.7,4.6,4.6,4.4
2021-03-16 10:53,24.8,9.9,5.2,4.3,4.3,4.2
2021-03-16 10:53,16.8,7.8,5.2,5.6,5.6,4.8
2021-03-16 10:54,22.3,7.9,5.1,5.6,5.4,4.4
2021-03-16 10:54,13.8,6.7,4.4,6.4,6.3,4.7
2021-03-16 10:54,4.8,4.8,4.5,4.7,4.7,4.4
2021-03-16 10:54,17.8,7,4.8,4.9,4.9,4.2
2021-03-16 10:54,25.9,8.9,5,4.7,4.7,4.2
2021-03-16 10:54,15.6,7.7,4.9,5.1,5.1,4.5
2021-03-16 10:54,23.3,6.2,4.9,4.6,4.6,4.5
2021-03-16 10:54,12.9,7.5,4.8,4.8,4.8,4.3
2021-03-16 10:54,19.2,10.1,4.6,4.9,4.9,4.4
2021-03-16 10:54,12.2,6.8,4.9,4.1,4.1,4.1
2021-03-16 10:55,18.3,10.7,5.2,5.5,5.4,4.4
2021-03-16 10:55,14,8.3,5.4,4.9,4.9,4.3
2021-03-16 10:55,14.4,10.1,5.3,4.4,4.4,4.2
2021-03-16 10:55,14.4,8.3,5.1,4.7,4.7,4.2
2021-03-16 10:55,11.8,7.3,5.1,5.3,5.2,4.3
2021-03-16 10:55,12.4,8.9,5.2,4.7,4.7,4.4
2021-03-16 10:55,9.4,5.9,4.9,4.3,4.3,4.1
2021-03-16 10:55,16.4,7.1,4.7,4.5,4.5,4.4
2021-03-16 10:55,16.6,8.2,5,4.4,4.4,4.1
2021-03-16 10:55,16.2,10.6,4.6,4.9,4.9,4.3
2021-03-16 10:56,12,7.5,4.7,5.6,4.7,4.1
2021-03-16 10:56,15.7,5.1,4.4,5.6,5.3,3.9
2021-03-16 10:56,13,9.4,5.1,5.3,5,4.3
2021-03-16 10:56,22.3,10.4,5.1,4.2,4.2,4.1
2021-03-16 10:56,12.6,8.5,4.9,4.3,4.3,4.1
2021-03-16 10:56,21.8,7,4.4,4.1,4.1,4
2021-03-16 10:56,7.8,6.7,4.2,5.4,5.2,4.3
2021-03-16 10:56,19.8,9.9,4.2,4.2,4.2,4.2
2021-03-16 10:56,19.7,6.6,4.6,4.1,4.1,4
2021-03-16 10:56,14.9,6.5,4.4,4.3,4.3,4.3
2021-03-16 10:57,4.6,4.6,4.1,5.1,5,4.3
2021-03-16 10:57,12.3,6.9,4.1,4.7,4.7,4.3
2021-03-16 10:57,9.6,6.3,4.4,3.9,3.9,3.9
2021-03-16 10:57,8.1,5.1,4.3,5.2,5.1,4.1
2021-03-16 10:57,10.1,7,4.5,5.5,5.5,4.5
2021-03-16 10:57,11.6,8.5,4.6,4.4,4.4,4.3
2021-03-16 10:57,12.3,7,4.6,4.6,4.5,3.8
2021-03-16 10:57,17.3,9.5,4.2,3.8,3.8,3.8
2021-03-16 10:57,8.3,6.4,4.2,4.4,4.3,3.9
2021-03-16 10:57,9.5,6,4.1,4.1,4.1,4
2021-03-16 10:58,18.9,7.2,4.4,4,4,3.9
2021-03-16 10:58,16.7,6.1,4.6,4.5,4.5,4
2021-03-16 10:58,13.4,5.9,3.9,4.2,4.2,3.7
2021-03-16 10:58,8.1,5,4.1,5.2,5.2,4
2021-03-16 10:58,7.8,5.7,4,5.9,5.8,4.2
2021-03-16 10:58,7.4,4.5,4,4.1,4.1,3.7
2021-03-16 10:58,20.3,5.8,4,4,4,3.9
2021-03-16 10:58,14.9,6.2,4.2,4.3,4.3,4
2021-03-16 10:58,4.4,4.4,4,4.5,4.5,3.9
2021-03-16 10:58,7.4,5.5,3.9,3.7,3.7,3.7
2021-03-16 10:59,17.4,6.7,3.8,4.7,4.6,3.6
2021-03-16 10:59,10.9,7.3,4.3,3.6,3.6,3.6
2021-03-16 10:59,10.3,4.7,4,4.1,4.1,3.9
2021-03-16 10:59,9.5,5.4,3.8,4,4,4
2021-03-16 10:59,11,7,4.3,4.3,4.3,3.7
2021-03-16 10:59,11.4,5.8,3.9,6.1,5.3,3.8
2021-03-16 10:59,7.7,6.5,3.7,4.5,4.5,3.9
2021-03-16 10:59,15.5,5.4,3.6,4.1,4.1,4
2021-03-16 10:59,3.8,3.8,3.6,4.3,4.2,3.6
2021-03-16 10:59,7.1,3.9,3.6,4.4,4.3,3.8
2021-03-16 11:00,8.7,7.4,4.1,4,4,3.6
2021-03-16 11:00,4.7,4.7,3.9,4.1,4.1,3.8
2021-03-16 11:00,8,4.9,3.7,4.5,4.5,3.7
2021-03-16 11:00,13.2,7.2,4.1,3.6,3.6,3.6
2021-03-16 11:00,18,7.9,4.1,3.5,3.5,3.5
2021-03-16 11:00,10.6,4.9,3.5,3.8,3.8,3.6
2021-03-16 11:00,9.1,6.7,3.9,3.7,3.7,3.7
2021-03-16 11:00,9.6,5.9,3.8,3.6,3.6,3.6
2021-03-16 11:00,7.8,5.7,3.7,4,4,3.7
2021-03-16 11:00,5.2,4.4,3.5,3.7,3.7,3.6
2021-03-16 11:01,9.6,5.9,4.1,4.3,4.2,3.4
2021-03-16 11:01,10,7.5,3.8,3.7,3.7,3.4
2021-03-16 11:01,16.7,6.6,3.7,4.2,4.2,3.8
2021-03-16 11:01,5.9,4.4,3.2,4.1,4.1,3.6
2021-03-16 11:01,7.6,6.7,3.6,4.9,4.7,3.7
2021-03-16 11:01,9.2,5,3.5,3.8,3.8,3.4
2021-03-16 11:01,5.8,4.4,3.7,3.9,3.9,3.7
2021-03-16 11:01,10,8.1,4,3.3,3.3,3.3
2021-03-16 11:01,8.8,5,3.4,3.8,3.8,3.3
2021-03-16 11:01,9.3,5.5,3.6,4,3.9,3.5
2021-03-16 11:02,4.4,4.4,3.6,3.6,3.6,3.3
2021-03-16 11:02,7.1,4.1,3.5,4,3.9,3.5
2021-03-16 11:02,9.8,5.8,3.7,3.7,3.7,3.3
2021-03-16 11:02,6.3,4.9,3.7,3.7,3.7,3.5
2021-03-16 11:02,4.2,4.2,3.9,3.7,3.7,3.6
2021-03-16 11:02,11.1,6.7,3.8,4.1,4,3.4
2021-03-16 11:02,5.9,4.6,3.6,4.4,4.3,3.7
2021-03-16 11:02,3.5,3.5,3.3,3.7,3.7,3.3
2021-03-16 11:02,7.7,6.1,3.5,4.1,4,3.4
2021-03-16 11:02,6.5,4,3.5,3.4,3.4,3.4
2021-03-16 11:03,4.2,3.8,3,3.6,3.6,3.4
2021-03-16 11:03,6.8,4.5,3.4,4,3.9,3.4
2021-03-16 11:03,12.6,4.9,3.5,6.1,5.8,3.3
2021-03-16 11:03,6.6,5.5,3.1,3.3,3.3,3.3
2021-03-16 11:03,11.9,4,3.4,4.3,4.2,3.3
2021-03-16 11:03,7.5,3.8,3.3,3.4,3.4,3.4
2021-03-16 11:03,6.1,5.4,3.5,3.6,3.6,3.3
2021-03-16 11:03,10.7,3.6,3.2,4,4,3.3
2021-03-16 11:03,9.9,5.3,3.2,4.8,4.6,3.5
2021-03-16 11:03,8.9,4.8,3.3,4,3.9,3.2
2021-03-16 11:04,11.3,6.4,3.4,3.7,3.7,3.5
2021-03-16 11:04,9,5.5,3.6,3.8,3.8,3.4
2021-03-16 11:04,12.4,6.3,3.4,3,3,2.8
2021-03-16 11:04,4,4,3.3,3.3,3.3,3.2
2021-03-16 11:04,8.1,6.3,3.4,3.3,3.3,3.3
2021-03-16 11:04,6.7,4.9,3.4,4,4,3.5
2021-03-16 11:04,8.5,5.7,3.2,4,3.8,3.3
2021-03-16 11:04,3.9,3.9,3.6,3.9,3.9,3.3
2021-03-16 11:04,9.5,4.6,3.4,3.8,3.8,3.3
2021-03-16 11:04,10,5.1,3.2,4,3.9,3.3
2021-03-16 11:05,3.9,3.9,3.3,3.4,3.4,3.4
2021-03-16 11:05,7.2,4.7,3.4,3.6,3.6,3.5
2021-03-16 11:05,7.1,6,3.4,3.8,3.7,3.3
2021-03-16 11:05,9.6,3.9,3.2,4,3.9,3.2
2021-03-16 11:05,18,4.3,3.1,3.5,3.5,3.3
2021-03-16 11:05,6.2,4.9,3.4,3.5,3.5,3.3
2021-03-16 11:05,7.6,3.7,3.1,3.5,3.5,3
2021-03-16 11:05,3.2,3.2,3.1,3.1,3.1,3.1
2021-03-16 11:05,3.6,3.6,3.2,3.9,3.8,3.1
2021-03-16 11:05,9.6,5.4,2.9,3.1,3.1,3
