time1,CAPM10,CAPM2.5,CAPM1,RAPM10,RAPM2.5,RAPM1,SAPM10,SAPM2.5,SAPM1
17/03/2021 09:17:16,26.8,15.6,10.2,20.8,16.6,10.9,,,
17/03/2021 09:17:22,39.3,23.2,11.2,21.6,16.7,11,,,
17/03/2021 09:17:28,34.1,21.9,11.2,19.2,16.9,10.7,,,
17/03/2021 09:17:34,38.7,15.8,10.6,24.4,19.1,11.1,,,
17/03/2021 09:17:40,30.9,23,11.3,24.1,18.9,10.3,,,
17/03/2021 09:17:46,40,18,11.3,25.2,21.3,11.1,,,
17/03/2021 09:17:52,31.8,20.6,11.1,16.5,13.8,10.9,,,
17/03/2021 09:17:58,35,23.3,10.7,19.7,17.1,10.8,,,
17/03/2021 09:18:04,37.4,20.2,11.3,23.1,17.8,10.9,,,
17/03/2021 09:18:10,31.6,23.5,11.4,19.6,16.5,11.3,,,
17/03/2021 09:18:16,26.5,18.3,11.6,20.7,17.5,11.3,,,
17/03/2021 09:18:22,30.5,19.8,10.9,24.2,20.5,10.1,,,
17/03/2021 09:18:28,34.6,21.6,11.5,20.1,16.9,10.6,,,
17/03/2021 09:18:34,33.1,21.9,11.5,21.7,17.1,11.3,,,
17/03/2021 09:18:40,40.7,28.1,13,21.1,17,11,,,
17/03/2021 09:18:46,32,19.9,11.4,20.5,13.9,10.6,,,
17/03/2021 09:18:52,28.8,20.6,11.6,24.7,17.5,10.7,,,
17/03/2021 09:18:58,31.3,18.5,11.1,16.7,14.8,10.4,,,
17/03/2021 09:19:04,33.6,21.3,11.2,22.3,16.4,10.9,,,
17/03/2021 09:19:10,31.9,22.4,10.8,22,15,10.5,,,
17/03/2021 09:19:16,29.8,20.8,12,21.6,17.7,11,,,
17/03/2021 09:19:22,30.5,20.8,10.8,26.2,20.3,11.3,,,
17/03/2021 09:19:28,29.9,23.2,11.5,23.3,18.3,10.7,,,
17/03/2021 09:19:34,35.6,19.8,11.2,21.1,17.7,11,,,
17/03/2021 09:19:40,35.8,23.5,11.7,20.8,16.3,10.8,,,
17/03/2021 09:19:46,34.4,21.2,11.5,24.6,20.4,11.6,,,
17/03/2021 09:19:52,35.1,20.3,11.8,22.3,20.4,11.3,,,
17/03/2021 09:19:58,24.4,18.6,11.3,16.9,13.5,10.9,,,
17/03/2021 09:20:04,28.2,17.1,11.3,20.8,17.5,10.7,,,
17/03/2021 09:20:10,30.9,18.6,11.3,16.8,15.5,11.2,,,
17/03/2021 09:20:16,31.6,17.8,10.9,21.7,16.9,10.6,,,
17/03/2021 09:20:22,38.9,18.6,11.2,16.3,13.1,10.2,,,
17/03/2021 09:20:28,29.8,22,11,18.4,15,10.5,,,
17/03/2021 09:20:34,39.8,23.1,11.5,18.1,15.9,11.7,,,
17/03/2021 09:20:40,29.7,20.3,11.6,20.5,14.8,10.8,,,
17/03/2021 09:20:46,30.9,21.2,11.1,18.6,15.9,11.1,,,
17/03/2021 09:20:52,25.4,17,11.2,17.9,14.5,10.8,,,
17/03/2021 09:20:58,26.6,18.2,11.5,17.5,13.9,10.7,,,
17/03/2021 09:21:04,34.3,22.3,11.5,21.2,17.5,11.4,,,
17/03/2021 09:21:10,40.3,20.4,11.5,20.3,16.8,10.8,,,
17/03/2021 09:21:16,38.4,21.4,11.2,19.3,14.6,10.6,,,
17/03/2021 09:21:22,22,16.4,11.7,31.3,16.2,10.5,,,
17/03/2021 09:21:28,33.1,20.3,10.8,25,17.7,10.9,,,
17/03/2021 09:21:34,35,21.4,10.8,20.1,16.3,10.6,,,
17/03/2021 09:21:40,33.5,20.1,11.7,20.9,17.8,10.7,,,
17/03/2021 09:21:46,33.2,21.5,11,21.4,17.6,10,,,
17/03/2021 09:21:52,37.6,21.5,11.4,18.1,14.6,10.8,,,
17/03/2021 09:21:58,24.7,17.9,10.9,21.2,16.9,11.1,,,
17/03/2021 09:22:04,32,18.9,10.7,17,14.1,10.7,,,
17/03/2021 09:22:10,29.5,20.3,11.4,17.9,16.1,10.9,,,
17/03/2021 09:22:16,30.1,23.6,11.8,18.3,15.1,10.8,,,
17/03/2021 09:22:22,26.7,18.8,11.7,19.1,14.8,10.6,,,
17/03/2021 09:22:28,32.4,18.5,11.5,20,16.2,10.5,,,
17/03/2021 09:22:34,42.9,20.3,11.4,18.5,15.7,10.2,,,
17/03/2021 09:22:40,28.8,21.6,11.3,17.7,15.3,11,,,
17/03/2021 09:22:46,31.6,22.2,11.5,22.8,18.9,10.3,,,
17/03/2021 09:22:52,31.8,20,11.4,20.6,16.7,10.4,,,
17/03/2021 09:22:58,42.2,20.2,11.7,20.2,16.9,10.8,,,
17/03/2021 09:23:04,29,19.3,11.6,17,15,10.7,,,
17/03/2021 09:23:10,40.2,23.1,11.4,16.3,14.9,11,,,
17/03/2021 09:23:16,40.1,22.4,12.3,20,16.8,11.1,,,
17/03/2021 09:23:22,24.3,19.1,11.4,21.3,17.2,10.7,,,
17/03/2021 09:23:28,36.5,23.9,11.6,19.8,16.5,11.3,,,
17/03/2021 09:23:34,28.1,20.8,11.3,19.5,14.7,10.6,,,
17/03/2021 09:23:40,31.9,24.4,11.3,17.3,14.9,10.5,,,
17/03/2021 09:23:46,41.4,20.5,11.8,21,16.7,11.2,,,
17/03/2021 09:23:52,33.5,21.9,11.1,23,13.8,10.9,,,
17/03/2021 09:23:58,35.1,19.5,11.5,20.8,17.4,10.8,,,
17/03/2021 09:24:04,30.8,21.3,11.3,18.4,14.6,11,,,
17/03/2021 09:24:10,30.7,15.3,12,17.6,16.5,10.5,,,
17/03/2021 09:24:16,36.6,21.7,11.4,25.2,18,10.7,,,
17/03/2021 09:24:22,37.9,24,11.1,17.8,16.4,11.1,,,
17/03/2021 09:24:28,37.8,21.9,11.3,19.7,17,11.1,,,
17/03/2021 09:24:34,35.3,22.2,11.4,24.6,17.1,10.9,,,
17/03/2021 09:24:40,32.3,20,11.3,15.6,13.7,11,,,
17/03/2021 09:24:46,34.3,21.7,11.4,21,17.1,10.5,,,
17/03/2021 09:24:52,28.7,20.5,11.4,24.1,18.5,11.4,,,
17/03/2021 09:24:58,38.3,21.6,11.8,19.7,18.3,11.1,,,
17/03/2021 09:25:04,33.2,20,11.1,19.7,17,10.6,,,
17/03/2021 09:25:10,40.3,23.1,11,26,18.4,10.1,,,
17/03/2021 09:25:16,34.9,24.8,11.7,15.8,13.6,10.9,,,
17/03/2021 09:25:22,42.7,27.2,12,21.2,18.3,10.7,,,
17/03/2021 09:25:28,33.7,23.9,11.6,20,17,10.6,,,
17/03/2021 09:25:34,30,20.1,11.5,21.5,13.8,10.5,,,
17/03/2021 09:25:40,36.1,22.2,11.9,21.6,17.1,11.4,,,
17/03/2021 09:25:46,38.2,22.7,12,21,17.6,11.1,,,
17/03/2021 09:25:52,32,22.7,11.3,19.1,13.7,10.7,,,
17/03/2021 09:25:58,39.6,20.8,12,21.1,19,11.4,,,
17/03/2021 09:26:04,36.9,21.7,11.9,17,15.7,10.4,,,
17/03/2021 09:26:10,35.8,19.6,11.3,19.9,14.3,10.7,,,
17/03/2021 09:26:16,35.9,21.5,11.4,17.2,14.4,10.9,,,
17/03/2021 09:26:22,38.4,20.9,11.3,24.4,17.3,11.2,,,
17/03/2021 09:26:28,37.4,19.2,11.7,22.2,17.7,11.2,,,
17/03/2021 09:26:34,36.3,21.7,11.3,19.9,16.3,10.9,,,
17/03/2021 09:26:40,34.4,25.1,11.9,21.6,18.6,10.9,,,
17/03/2021 09:26:46,28.2,20.1,11,20.2,16.9,11.1,,,
17/03/2021 09:26:52,31.6,18.9,11.3,21.4,18.3,10.7,,,
17/03/2021 09:26:58,38.9,24.6,11.8,19,16.8,11.2,,,
17/03/2021 09:27:04,30.2,21.5,11.3,17,14.9,10.9,,,
17/03/2021 09:27:10,26,19.4,12.1,18.2,16.7,11.1,,,
17/03/2021 09:27:16,30.4,20.5,11.4,21.5,18.8,10.9,,,
17/03/2021 09:27:22,32.5,23.3,11.9,23,17.7,10.8,,,
17/03/2021 09:27:28,34.6,21,11.6,18.5,14.4,10.6,,,
17/03/2021 09:27:34,26.6,18.8,12.2,16.8,14.2,10.8,,,
17/03/2021 09:27:40,31.5,21.5,12.1,18.4,16.2,11.5,,,
17/03/2021 09:27:46,30.4,19.7,11,24.3,18.2,11,,,
17/03/2021 09:27:52,29.2,20.5,11.4,19.9,16.5,10.9,,,
17/03/2021 09:27:58,38.3,20.3,11.5,22.3,15.6,10.2,,,
17/03/2021 09:28:04,36.4,23.1,11.8,23.2,18.2,10.8,,,
17/03/2021 09:28:10,34.9,18.2,11.9,23,18.3,10.5,,,
17/03/2021 09:28:16,37.3,21,11.2,19.2,16.2,11,,,
17/03/2021 09:28:22,32.7,20.8,10.8,20.9,17.6,11.2,,,
17/03/2021 09:28:28,32.3,19,11.9,19.3,15.5,11.1,,,
17/03/2021 09:28:34,36.3,23.1,11.8,17.5,15.4,10.8,,,
17/03/2021 09:28:40,29.9,19.5,11.5,19.5,16.5,11.1,,,
17/03/2021 09:28:46,31.5,20.9,12,24.7,19,10.9,,,
17/03/2021 09:28:52,37.8,24.5,11.9,22.1,15.6,11.1,,,
17/03/2021 09:28:58,27,17.3,11.5,19.6,16,10.9,,,
17/03/2021 09:29:04,38.3,25.3,11.4,18.3,15.8,10.7,,,
17/03/2021 09:29:10,31.3,21.3,11.7,20.2,16.9,10.7,,,
17/03/2021 09:29:16,40.5,26.4,11.3,17.8,13.9,10.6,,,
17/03/2021 09:29:22,27.6,17.7,11.4,20.2,16.8,11.2,,,
17/03/2021 09:29:28,41,23.5,11.9,21.7,20.2,11.8,,,
17/03/2021 09:29:34,33.8,24.1,12.4,15.9,14.7,10.8,,,
17/03/2021 09:29:40,39.9,28,12.2,25.5,20.5,11.6,,,
17/03/2021 09:29:46,35.3,24.4,12.2,18.8,15.9,11,,,
17/03/2021 09:29:52,36.8,18.3,11.8,21.7,20,10.8,,,
17/03/2021 09:29:58,33.2,18.5,11.4,20.4,16,11.2,,,
17/03/2021 09:30:04,52.6,25.3,11.7,20.7,17.8,10.4,,,
17/03/2021 09:30:10,27.6,17.6,11.9,18.7,16.6,11.1,,,
17/03/2021 09:30:16,32.4,21.2,11.4,18.1,15.8,11.2,,,
17/03/2021 09:30:22,40.5,20.8,12.2,17.6,15.5,11.1,,,
17/03/2021 09:30:28,37.3,21.1,11.4,21.3,16.7,10.8,,,
17/03/2021 09:30:34,30.8,19.9,11.4,19.8,17.3,11.3,,,
17/03/2021 09:30:40,35.5,24.7,11.9,16.7,15.6,10.5,,,
17/03/2021 09:30:46,26.5,18.3,11.4,24.5,16,11,,,
17/03/2021 09:30:52,35.8,21.7,11.3,22.5,19.1,11.1,,,
17/03/2021 09:30:58,28.2,18.1,11.6,19.2,14.8,10.4,,,
17/03/2021 09:31:04,37.4,18.3,11.8,19.4,16.6,11.1,,,
17/03/2021 09:31:10,26.9,18.3,11.3,20.3,18.2,10.8,,,
17/03/2021 09:31:16,31.9,23.9,11.3,18,15.4,10.7,,,
17/03/2021 09:31:22,35.1,20.1,11.4,19.3,14.9,11.2,,,
17/03/2021 09:31:28,36.3,22.3,11.5,22.6,17.5,10.6,,,
17/03/2021 09:31:34,33.9,24.2,12.6,20,15.7,10.7,,,
17/03/2021 09:31:40,33.4,21.9,12.2,20.2,17.1,10.6,,,
17/03/2021 09:31:46,37.5,22.6,11.8,20.8,17.7,11.1,,,
17/03/2021 09:31:52,38.7,21.7,11.9,18.2,13.5,10.7,,,
17/03/2021 09:31:58,30.9,21.2,11.9,21.9,18.3,11.3,,,
17/03/2021 09:32:04,33.5,21.3,12,25.2,16.2,10.3,,,
17/03/2021 09:32:10,34.4,22.4,11.3,21.2,16.4,10.8,,,
17/03/2021 09:32:16,33.8,21.9,11.9,16.7,14.7,10,,,
17/03/2021 09:32:22,33.1,21,12.5,18.6,15.6,11,,,
17/03/2021 09:32:28,42.1,20.9,11.9,21.6,17.2,11.3,,,
17/03/2021 09:32:34,34.7,23.8,11.7,23.3,15.7,11.1,,,
17/03/2021 09:32:40,42.9,23.5,11.7,20.8,16.9,11,,,
17/03/2021 09:32:46,36.1,20,12.1,22.8,19.9,10.8,,,
17/03/2021 09:32:52,38.9,22,12,19.5,15.2,10.7,,,
17/03/2021 09:32:58,33.7,20.5,12,25.8,21.4,10.4,,,
17/03/2021 09:33:04,31,20.2,11.8,20.1,17.6,11.4,,,
17/03/2021 09:33:10,39.4,16.8,12.1,17.6,15.6,11.5,,,
17/03/2021 09:33:16,36.1,18.7,12.4,21,16.2,11,,,
17/03/2021 09:33:22,32.7,23.8,12,21.1,17.5,10.8,,,
17/03/2021 09:33:28,32.8,21.7,11.9,24.7,17,11,,,
17/03/2021 09:33:34,34.2,20.7,11.6,16.4,15,10.9,,,
17/03/2021 09:33:40,31.6,21.7,12,21,15.4,10.6,,,
17/03/2021 09:33:46,32.2,21.7,12.1,15.7,14.3,10.8,,,
17/03/2021 09:33:52,35.3,26.2,12,24.8,19,11.1,,,
17/03/2021 09:33:58,31.8,20.7,11.8,21.8,16.1,11.4,,,
17/03/2021 09:34:04,38.5,24.7,12.3,24.4,16.9,10.4,,,
17/03/2021 09:34:10,39.7,21.4,12.1,18.5,14.8,11.1,,,
17/03/2021 09:34:16,27.2,19,11.5,20.2,17.2,10.9,,,
17/03/2021 09:34:22,34.7,22.1,12.1,17.6,15,10.7,,,
17/03/2021 09:34:28,35.5,21.8,11.7,20.8,15.3,10.8,,,
17/03/2021 09:34:34,37.9,23.9,12.5,16.6,14.6,10.9,,,
17/03/2021 09:34:40,33.3,25.1,11.4,19.9,16.5,11,,,
17/03/2021 09:34:46,34.5,21.8,12.3,20.1,16,11.2,,,
17/03/2021 09:34:52,56.3,21.2,11.8,24,17.9,11.5,,,
17/03/2021 09:34:58,36,19.9,11.8,61.3,12.8,10.5,,,
17/03/2021 09:35:04,37.3,21.3,12.2,21.2,16.7,10.8,,,
17/03/2021 09:35:10,41.9,18.5,12,23.1,19.8,10.9,,,
17/03/2021 09:35:16,34.4,23.2,11.7,18.7,16.7,10.6,,,
17/03/2021 09:35:22,31,20.2,11.9,11.4,11.4,10.8,,,
17/03/2021 09:35:28,29.2,17.9,12.1,18.5,13.3,10.6,,,
17/03/2021 09:35:34,47,21.3,12.1,231.2,13.7,11.1,,,
17/03/2021 09:35:40,43.8,20.8,12.5,13.9,13.9,11.1,,,
17/03/2021 09:35:46,30.9,20.6,12,20.1,16.6,11.5,,,
17/03/2021 09:35:52,33.7,20.8,11.5,18.8,17.1,11.3,,,
17/03/2021 09:35:58,40.1,23.5,12.4,20,17.8,11.4,,,
17/03/2021 09:36:04,44.2,22.6,12,21.3,19.3,11.5,,,
17/03/2021 09:36:10,48.3,23.5,12.1,19.4,17.6,11.3,,,
17/03/2021 09:36:16,34.8,21.2,11.6,19.1,14.6,9.9,,,
17/03/2021 09:36:22,35.2,23.5,11.6,19.8,16.1,10.9,,,
17/03/2021 09:36:28,42.9,24.1,11.2,21.8,20,11.4,,,
17/03/2021 09:36:34,41.4,24.3,11.8,16.5,14.9,11.1,,,
17/03/2021 09:36:40,30.9,22.4,12,20.4,16.7,10.7,,,
17/03/2021 09:36:46,36,20.1,11.4,16.7,14.8,11,,,
17/03/2021 09:36:52,36.1,23.1,11.3,21,15,10.8,,,
17/03/2021 09:36:58,35.8,19.4,11.8,18.3,17,11.1,,,
17/03/2021 09:37:04,32.9,19.6,11.6,19.7,16.6,11.5,,,
17/03/2021 09:37:10,41.4,21.4,12.1,29.4,20.1,11.6,,,
17/03/2021 09:37:16,39.1,25.9,12.7,25.8,17.3,11.2,,,
17/03/2021 09:37:22,40,22,12,26,19.4,11.3,,,
17/03/2021 09:37:28,40,23.8,12.4,16.5,14.9,11.4,,,
17/03/2021 09:37:34,29.9,20.8,11.7,21.3,17.7,11.1,,,
17/03/2021 09:37:40,42.6,26.5,11.3,18.7,16.9,11.1,,,
17/03/2021 09:37:46,32.5,21.8,11.5,21.7,17.8,10.7,,,
17/03/2021 09:37:52,29.9,20.2,11.8,32.5,15.4,11.1,,,
17/03/2021 09:37:58,42.4,20.7,11.2,23.6,15.8,11.1,,,
17/03/2021 09:38:04,46.3,25.9,12.5,16.3,15,10.5,,,
17/03/2021 09:38:10,32.5,19,12,22.2,18.9,11.4,,,
17/03/2021 09:38:16,39.1,20.3,11.8,19.1,16,10.9,,,
17/03/2021 09:38:22,37.4,23.2,11.8,19.2,16.8,11.1,,,
17/03/2021 09:38:28,38.2,19.1,11.9,19.2,15.4,10.7,,,
17/03/2021 09:38:34,36.6,20.5,12,23.8,18.3,11.5,,,
17/03/2021 09:38:40,31,20.4,12.4,19.9,15.2,10.9,,,
17/03/2021 09:38:46,40.2,27.9,11.9,21.8,17.6,10.7,,,
17/03/2021 09:38:52,37.6,18.5,11.3,21.8,18.4,10.8,,,
17/03/2021 09:38:58,29.3,19.9,12.1,20.7,18.6,10.9,,,
17/03/2021 09:39:04,37.4,24.3,11.8,22.2,18.3,10.9,,,
17/03/2021 09:39:10,37.6,19.1,11.6,19.3,16.4,10.6,,,
17/03/2021 09:39:16,38.9,22.7,11.3,17.4,15.2,10.7,,,
17/03/2021 09:39:22,39.1,23.5,11.5,18.7,16.9,11.2,,,
17/03/2021 09:39:28,32.8,20.2,10.9,23.8,20.2,11.3,,,
17/03/2021 09:39:34,32.7,25.8,11.7,25.7,18.5,11,,,
17/03/2021 09:39:40,28.5,18.9,11.4,18.6,15.9,10.8,,,
17/03/2021 09:39:46,34.8,21.8,12.1,15.6,13.9,10.7,,,
17/03/2021 09:39:52,26.7,17,11.3,16.7,13,11.2,,,
17/03/2021 09:39:58,30.3,20.4,11.6,24,18.8,10.9,,,
17/03/2021 09:40:04,31.9,18.4,11.4,21.5,17.5,11.3,,,
17/03/2021 09:40:10,26.1,21.5,12.1,19.9,17.5,11.6,,,
17/03/2021 09:40:16,34.7,18,11.8,19.9,16,10,,,
17/03/2021 09:40:22,27.9,20.2,11.3,23.6,18.2,11.2,,,
17/03/2021 09:40:28,30.4,24.7,12.3,20.3,16.4,11.3,,,
17/03/2021 09:40:34,35.9,23.2,11.7,16.9,15.3,11.8,,,
17/03/2021 09:40:40,31.4,21.8,11.6,17.6,14.5,10.9,,,
17/03/2021 09:40:46,46.9,20.3,11.4,19.2,16.4,11.1,,,
17/03/2021 09:40:52,34.2,19.1,11.8,22.1,19.5,10.9,,,
17/03/2021 09:40:58,30.3,20.2,11.5,20,17.7,11.1,,,
17/03/2021 09:41:04,25.3,19.6,11.6,19.9,15.3,11.2,,,
17/03/2021 09:41:10,41.3,22.7,11.6,16.1,13.8,10.8,,,
17/03/2021 09:41:16,34.3,22.4,12.1,22.5,18.4,10.9,,,
17/03/2021 09:41:22,36.4,17,11.3,17.8,15.7,10.6,,,
17/03/2021 09:41:28,27.9,21.8,11.4,22.2,17.9,10.8,,,
17/03/2021 09:41:34,37.3,22.3,11.4,17.1,13.8,10.9,,,
17/03/2021 09:41:40,33.7,21,12.1,21.6,17.6,11.4,,,
17/03/2021 09:41:46,26.2,19.8,11.7,23.5,20.1,11.2,,,
17/03/2021 09:41:52,29.9,18.8,12,20,17.5,11.7,,,
17/03/2021 09:41:58,31,21.8,11.4,21.7,17.8,11.2,,,
17/03/2021 09:42:04,30.6,18.4,12,19.7,16.9,11.1,,,
17/03/2021 09:42:10,27.9,20.8,12.4,17,14.9,11.2,,,
17/03/2021 09:42:16,35.6,19,12.4,22.9,20.3,11,,,
17/03/2021 09:42:22,31,18.5,12.1,23.7,18.4,11.1,,,
17/03/2021 09:42:28,35.5,25.5,12,19.7,16.1,11.2,,,
17/03/2021 09:42:34,38.7,21.9,11.1,20.2,18.2,11.2,,,
17/03/2021 09:42:40,30.4,23.1,11.5,16.3,15.1,11.4,,,
17/03/2021 09:42:46,35,22.3,12.3,17.7,15.9,11.3,,,
17/03/2021 09:42:52,30.7,19.5,11.7,17.2,15.7,11.4,,,
17/03/2021 09:42:58,33.8,20.6,11.3,17.5,15.1,10.9,,,
17/03/2021 09:43:04,33.9,22.3,11.5,17,15.4,10.3,,,
17/03/2021 09:43:10,40.1,19,12,18.5,15.8,11.1,,,
17/03/2021 09:43:16,25.9,18.4,11.6,16.1,14.1,10.6,,,
17/03/2021 09:43:22,28.2,17.3,11.3,17.1,15.3,11.4,,,
17/03/2021 09:43:28,30.7,22.5,11.3,17.8,14.6,10.8,,,
17/03/2021 09:43:34,31.3,20.1,11.9,17,14.8,10.5,,,
17/03/2021 09:43:40,30.6,21,11.7,22.8,15.6,10.4,,,
17/03/2021 09:43:46,32.2,24,12.2,16.4,14.9,10.6,,,
17/03/2021 09:43:52,27.9,18.8,11,16.5,15,10.9,,,
17/03/2021 09:43:58,34.9,21.2,11.4,20.5,16,10.6,,,
17/03/2021 09:44:04,37.4,18.9,11.2,17,15.6,10.7,,,
17/03/2021 09:44:10,29.6,18.8,11.1,18.3,15.3,10.5,,,
17/03/2021 09:44:16,36.2,24.8,12.1,19.1,14.2,10.2,,,
17/03/2021 09:44:22,37.6,23.6,12.4,16.6,13.6,11.1,,,
17/03/2021 09:44:28,33.9,19.7,11.7,21.8,16.8,11,,,
17/03/2021 09:44:34,32,18.7,11.6,17.8,16.3,10.9,,,
17/03/2021 09:44:40,33.7,23.3,11.6,18.7,15.2,11.1,,,
17/03/2021 09:44:46,36.4,26.4,11.9,15.9,14.2,11.1,,,
17/03/2021 09:44:52,33.7,19.7,12,18.8,15.2,10.7,,,
17/03/2021 09:44:58,35.6,21.1,12,15,14,10.9,,,
17/03/2021 09:45:04,31,18.9,11.7,16.3,14.9,10.8,,,
17/03/2021 09:45:10,31.2,19,11,17.6,16.1,10.6,,,
17/03/2021 09:45:16,31.3,20.7,11.6,20.7,16.5,10.2,,,
17/03/2021 09:45:22,30.5,21.2,12.3,23.8,19.9,11.3,,,
17/03/2021 09:45:28,34.4,18.7,11.7,16.5,14.2,10.2,,,
17/03/2021 09:45:34,34.3,20.4,11.8,16.9,15.5,10.3,,,
17/03/2021 09:45:40,34.2,20.2,11.9,18.9,17.7,10.9,,,
17/03/2021 09:45:46,27.3,19.8,12.3,18.8,14.9,10.5,,,
17/03/2021 09:45:52,31.7,20.2,12,16.9,16,11.3,,,
17/03/2021 09:45:58,28.7,19.5,11.3,17,15.3,10.7,,,
17/03/2021 09:46:04,29.1,16.7,12.2,17.7,15.7,10.9,,,
17/03/2021 09:46:10,34,16.7,12.5,16.2,14.6,11,,,
17/03/2021 09:46:16,28.4,16,11.5,19.6,16.9,11.1,,,
17/03/2021 09:46:22,35.3,25,12,22.2,18.3,11.1,,,
17/03/2021 09:46:28,34,20.7,11.7,17.4,14.5,10.7,,,
17/03/2021 09:46:34,31.8,24.1,12.1,21.3,18,10.4,,,
17/03/2021 09:46:40,31.2,26.2,12.1,15.8,13.8,10.7,,,
17/03/2021 09:46:46,37.7,21.2,11.6,19.1,15.1,10.6,,,
17/03/2021 09:46:52,38.3,23.2,12.3,19.3,16,11.1,,,
17/03/2021 09:46:58,36.1,17.1,11.1,20.3,16.9,10.5,,,
17/03/2021 09:47:04,28.3,21.3,12.2,21.7,14.6,10.5,,,
17/03/2021 09:47:10,33,18,12.1,10.3,10.3,9.6,,,
17/03/2021 09:47:16,34.4,21.9,12.1,19.5,17.4,10.9,,,
17/03/2021 09:47:22,33.5,21.6,12.2,17.1,14.5,9.9,,,
17/03/2021 09:47:28,30.1,21.5,12.3,19.5,17.5,10.5,,,
17/03/2021 09:47:34,31.5,18.2,11.3,19.4,17.5,10.6,,,
17/03/2021 09:47:40,39.8,20.4,12.2,19.1,15.1,10.6,,,
17/03/2021 09:47:46,29.7,17.3,11.2,17.5,15.3,10.1,,,
17/03/2021 09:47:52,34.8,18.7,12.1,16.6,13.7,10.2,,,
17/03/2021 09:47:58,32.7,21.6,12.2,16.4,15.2,10.3,,,
17/03/2021 09:48:04,34.5,19.7,12.6,16.9,14.8,10.1,,,
17/03/2021 09:48:10,29.6,21.3,12.4,17.6,15.7,10.6,,,
17/03/2021 09:48:16,33.5,20.8,11.7,17.3,15.6,9.9,,,
17/03/2021 09:48:22,33.2,22.2,12.2,15.2,13.6,10.2,,,
17/03/2021 09:48:28,36.7,21.2,11.5,20.3,15.9,10.5,,,
17/03/2021 09:48:34,37.8,25.3,12.4,17.1,14.9,10.3,,,
17/03/2021 09:48:40,34.8,22.6,11.7,17.9,16.1,10,,,
17/03/2021 09:48:46,29.4,21.6,12.4,16.1,14.5,10.3,,,
17/03/2021 09:48:52,37,21.2,12.1,16.7,14.8,10,,,
17/03/2021 09:48:58,34.7,19.3,12,15.3,13.5,10.4,,,
17/03/2021 09:49:04,44.2,20.9,11.9,17.7,15.4,10.3,,,
17/03/2021 09:49:10,47.9,24.9,11.7,14,12.5,10.6,,,
17/03/2021 09:49:16,39.9,24.3,12.8,15.4,14.2,10,,,
17/03/2021 09:49:22,41.2,21.1,12,25.1,15.8,10.2,,,
17/03/2021 09:49:28,31.8,20.8,11.6,20.9,15.7,10.6,,,
17/03/2021 09:49:34,24.4,15.3,11.5,18.5,16.4,10.4,,,
17/03/2021 09:49:40,29.3,17.5,11.6,16.5,15,10.7,,,
17/03/2021 09:49:46,37.7,22.8,11.6,20.3,17.2,10.6,,,
17/03/2021 09:49:52,29.4,19,11.8,16.2,14,10.5,,,
17/03/2021 09:49:58,42,23.4,11.8,15.7,14.7,10.2,,,
17/03/2021 09:50:04,32.2,23.6,12,16.1,14.5,9.9,,,
17/03/2021 09:50:10,31.1,18.8,11.7,17.5,15.3,10.1,,,
17/03/2021 09:50:16,29.1,19.7,12.1,13.8,13.4,10.3,,,
17/03/2021 09:50:22,38.2,20.1,12,14.2,13.6,10.6,,,
17/03/2021 09:50:28,29.9,20.4,12.1,17.6,13.4,10.2,,,
17/03/2021 09:50:34,39,23.3,12.1,19,16.1,10.8,,,
17/03/2021 09:50:40,45.4,21.2,12.1,13.8,12.7,10.4,,,
17/03/2021 09:50:46,31.8,19.1,11.8,20.1,18.4,10.7,,,
17/03/2021 09:50:52,36.9,24.1,12.1,18.5,15.6,10.5,,,
17/03/2021 09:50:58,34.6,21.2,11.9,12.5,12.3,10.5,,,
17/03/2021 09:51:04,34.6,18.5,12.3,18,14.8,10.8,,,
17/03/2021 09:51:10,32.2,19.3,12.3,15.8,13.8,10.5,,,
17/03/2021 09:51:16,27.7,19.8,11.9,16.5,14,10.7,,,
17/03/2021 09:51:22,25.9,17.4,12,15.9,15.1,10.3,,,
17/03/2021 09:51:28,35,21.9,12,15.6,14,10.3,,,
17/03/2021 09:51:34,39.2,25.9,12.4,17.5,15.9,10.5,,,
17/03/2021 09:51:40,34.7,22.6,12,18.1,15.7,11.1,,,
17/03/2021 09:51:46,36,19.6,12.8,18.1,16.6,10.8,,,
17/03/2021 09:51:52,51.3,27,12.4,17.1,13.2,10.2,,,
17/03/2021 09:51:58,30.9,23,11.9,14.4,11.4,10,,,
17/03/2021 09:52:04,30,22.5,11.7,18.5,14.4,10.1,,,
17/03/2021 09:52:10,36.5,24.1,12,17.3,15.1,10.8,,,
17/03/2021 09:52:16,35.4,25,11.8,14.8,13.7,10.3,,,
17/03/2021 09:52:22,31.2,20,11.1,17,14.8,10.3,,,
17/03/2021 09:52:28,34,22.3,11.8,17,15.8,10.1,,,
17/03/2021 09:52:34,63.4,21.6,12.2,15.1,13.7,10.4,,,
17/03/2021 09:52:40,34.6,18.8,12.4,18.6,15,10.1,,,
17/03/2021 09:52:46,27.4,17.5,11.6,14.3,13.4,10.8,,,
17/03/2021 09:52:52,28.8,22.9,11.9,17.3,15.2,10.8,,,
17/03/2021 09:52:58,41.1,21,12.1,16.1,14.1,10.2,,,
17/03/2021 09:53:04,28.9,21.3,11.5,15.1,14.3,10.5,,,
